name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
Draymond Green,Golden State Warriors,11/18/2017,2017,6589,1610612744,400974982,3,8,53,1,Reverse Layup Shot,2PT Field Goal,4,Philadelphia 76ers,40,5,0,0,,0,0
Klay Thompson,Golden State Warriors,4/24/2018,2017,6475,1610612744,401029456,1,6,45,1,Reverse Layup Shot,2PT Field Goal,1,San Antonio Spurs,-13,5,0,0,,0,0
David West,Golden State Warriors,11/13/2017,2017,2177,1610612744,400974950,2,10,4,1,Reverse Layup Shot,2PT Field Goal,2,Orlando Magic,-20,10,0,0,,0,0
Jordan Bell,Golden State Warriors,10/25/2017,2017,,1610612744,400974814,3,4,14,1,Reverse Layup Shot,2PT Field Goal,2,Toronto Raptors,5,25,0,0,,0,0
Jordan Bell,Golden State Warriors,12/8/2017,2017,,1610612744,400975119,1,2,51,1,Reverse Layup Shot,2PT Field Goal,0,Detroit Pistons,0,8,0,0,,0,0
Klay Thompson,Golden State Warriors,12/11/2017,2017,6475,1610612744,400975146,4,10,17,0,Reverse Layup Shot,2PT Field Goal,1,Portland Trail Blazers,-14,10,0,0,,0,0
Damian Jones,Golden State Warriors,4/3/2018,2017,3064559,1610612744,400975909,4,4,44,1,Reverse Layup Shot,2PT Field Goal,0,Oklahoma City Thunder,6,1,0,0,,0,0
Klay Thompson,Golden State Warriors,2/8/2018,2017,6475,1610612744,400975561,4,11,42,0,Reverse Layup Shot,2PT Field Goal,0,Dallas Mavericks,-9,4,0,0,,0,0
Nick Young,Golden State Warriors,11/13/2017,2017,3243,1610612744,400974950,2,7,54,1,Reverse Layup Shot,2PT Field Goal,1,Orlando Magic,10,8,0,0,,0,0
Omri Casspi,Golden State Warriors,11/4/2017,2017,3554,1610612744,400974886,4,2,6,0,Reverse Layup Shot,2PT Field Goal,3,Denver Nuggets,-22,31,0,0,,0,0
Stephen Curry,Golden State Warriors,2/14/2018,2017,3975,1610612744,400975610,3,6,32,1,Reverse Layup Shot,2PT Field Goal,0,Portland Trail Blazers,-8,-4,0,0,,0,0
Klay Thompson,Golden State Warriors,12/1/2017,2017,6475,1610612744,400975069,1,4,49,1,Reverse Layup Shot,2PT Field Goal,1,Orlando Magic,-11,16,0,0,,0,0
Jordan Bell,Golden State Warriors,3/27/2018,2017,,1610612744,400975860,1,11,24,0,Reverse Layup Shot,2PT Field Goal,1,Indiana Pacers,-6,12,0,0,,0,0
Damian Jones,Golden State Warriors,4/3/2018,2017,3064559,1610612744,400975909,4,2,4,1,Reverse Layup Shot,2PT Field Goal,0,Oklahoma City Thunder,-2,0,0,0,,0,0
Draymond Green,Golden State Warriors,11/2/2017,2017,6589,1610612744,400974868,1,11,11,1,Reverse Layup Shot,2PT Field Goal,0,San Antonio Spurs,-5,-7,0,0,,0,0
Shaun Livingston,Golden State Warriors,4/28/2018,2017,2393,1610612744,401031412,2,8,0,1,Reverse Layup Shot,2PT Field Goal,2,New Orleans Pelicans,-11,25,0,0,,0,0
Andre Iguodala,Golden State Warriors,4/28/2018,2017,2386,1610612744,401031412,3,10,9,1,Reverse Layup Shot,2PT Field Goal,2,New Orleans Pelicans,12,17,0,0,,0,0
Draymond Green,Golden State Warriors,2/10/2018,2017,6589,1610612744,400975577,1,8,10,1,Reverse Layup Shot,2PT Field Goal,1,San Antonio Spurs,-9,9,0,0,,0,0
Stephen Curry,Golden State Warriors,10/29/2017,2017,3975,1610612744,400974842,2,3,48,1,Reverse Layup Shot,2PT Field Goal,1,Detroit Pistons,8,15,0,0,,0,0
Jordan Bell,Golden State Warriors,10/30/2017,2017,,1610612744,400974851,2,7,34,1,Running Alley Oop Dunk Shot,2PT Field Goal,0,Los Angeles Clippers,-7,6,0,0,,0,0
JaVale McGee,Golden State Warriors,3/29/2018,2017,3452,1610612744,400975874,3,8,44,1,Running Alley Oop Dunk Shot,2PT Field Goal,1,Milwaukee Bucks,3,10,0,0,,0,0
JaVale McGee,Golden State Warriors,10/30/2017,2017,3452,1610612744,400974851,3,2,17,1,Running Alley Oop Layup Shot,2PT Field Goal,1,Los Angeles Clippers,6,11,0,0,,0,0
Zaza Pachulia,Golden State Warriors,1/10/2018,2017,2016,1610612744,400975359,1,6,40,1,Running Alley Oop Layup Shot,2PT Field Goal,1,Los Angeles Clippers,6,17,0,0,,0,0
JaVale McGee,Golden State Warriors,4/24/2018,2017,3452,1610612744,401029456,1,10,32,0,Running Alley Oop Layup Shot,2PT Field Goal,1,San Antonio Spurs,-10,11,0,0,,0,0
JaVale McGee,Golden State Warriors,4/24/2018,2017,3452,1610612744,401029456,1,11,17,1,Running Alley Oop Layup Shot,2PT Field Goal,1,San Antonio Spurs,8,10,0,0,,0,0
JaVale McGee,Golden State Warriors,2/10/2018,2017,3452,1610612744,400975577,3,1,47,1,Running Alley Oop Layup Shot,2PT Field Goal,0,San Antonio Spurs,2,6,0,0,,0,0
Draymond Green,Golden State Warriors,10/23/2017,2017,6589,1610612744,400974796,3,5,42,1,Running Dunk Shot,2PT Field Goal,1,Dallas Mavericks,-11,16,0,0,,0,0
Andre Iguodala,Golden State Warriors,10/23/2017,2017,2386,1610612744,400974796,4,8,15,1,Running Dunk Shot,2PT Field Goal,1,Dallas Mavericks,13,4,0,0,,0,0
Kevin Durant,Golden State Warriors,10/23/2017,2017,3202,1610612744,400974796,1,7,31,1,Running Dunk Shot,2PT Field Goal,0,Dallas Mavericks,3,-7,0,0,,0,0
JaVale McGee,Golden State Warriors,11/8/2017,2017,3452,1610612744,400974914,3,2,46,1,Running Dunk Shot,2PT Field Goal,1,Minnesota Timberwolves,-3,11,0,0,,0,0
Jordan Bell,Golden State Warriors,3/23/2018,2017,,1610612744,400975833,3,11,43,1,Running Dunk Shot,2PT Field Goal,2,Atlanta Hawks,3,25,0,0,,0,0
Jordan Bell,Golden State Warriors,1/10/2018,2017,,1610612744,400975359,2,5,53,1,Running Dunk Shot,2PT Field Goal,1,Los Angeles Clippers,-2,13,0,0,,0,0
Shaun Livingston,Golden State Warriors,10/21/2017,2017,2393,1610612744,400974784,3,0,25,1,Running Dunk Shot,2PT Field Goal,1,Memphis Grizzlies,-2,10,0,0,,0,0
David West,Golden State Warriors,12/14/2017,2017,2177,1610612744,400975168,4,6,0,1,Running Dunk Shot,2PT Field Goal,0,Dallas Mavericks,5,8,0,0,,0,0
Andre Iguodala,Golden State Warriors,2/8/2018,2017,2386,1610612744,400975561,2,0,26,1,Running Dunk Shot,2PT Field Goal,1,Dallas Mavericks,-1,18,0,0,,0,0
Zaza Pachulia,Golden State Warriors,2/10/2018,2017,2016,1610612744,400975577,3,8,46,1,Running Dunk Shot,2PT Field Goal,1,San Antonio Spurs,4,15,0,0,,0,0
Andre Iguodala,Golden State Warriors,1/10/2018,2017,2386,1610612744,400975359,3,2,44,1,Running Dunk Shot,2PT Field Goal,1,Los Angeles Clippers,-3,16,0,0,,0,0
Nick Young,Golden State Warriors,3/23/2018,2017,3243,1610612744,400975833,3,8,56,0,Running Dunk Shot,2PT Field Goal,2,Atlanta Hawks,13,22,0,0,,0,0
Kevin Durant,Golden State Warriors,5/6/2018,2017,3202,1610612744,401031647,3,11,15,1,Running Dunk Shot,2PT Field Goal,0,New Orleans Pelicans,3,0,0,0,,0,0
Andre Iguodala,Golden State Warriors,1/4/2018,2017,2386,1610612744,400975312,3,5,6,1,Running Dunk Shot,2PT Field Goal,0,Houston Rockets,4,4,0,0,,0,0
Andre Iguodala,Golden State Warriors,11/29/2017,2017,2386,1610612744,400975063,1,2,52,1,Running Dunk Shot,2PT Field Goal,2,Los Angeles Lakers,-5,23,0,0,,0,0
Kevon Looney,Golden State Warriors,11/6/2017,2017,3155535,1610612744,400974899,2,4,54,1,Running Dunk Shot,2PT Field Goal,1,Miami Heat,-2,10,0,0,,0,0
Kevin Durant,Golden State Warriors,11/6/2017,2017,3202,1610612744,400974899,2,0,32,1,Running Dunk Shot,2PT Field Goal,1,Miami Heat,0,10,0,0,,0,0
Andre Iguodala,Golden State Warriors,11/6/2017,2017,2386,1610612744,400974899,4,5,30,1,Running Dunk Shot,2PT Field Goal,1,Miami Heat,-4,14,0,0,,0,0
Draymond Green,Golden State Warriors,2/10/2018,2017,6589,1610612744,400975577,3,3,47,1,Running Dunk Shot,2PT Field Goal,0,San Antonio Spurs,-3,4,0,0,,0,0
Kevin Durant,Golden State Warriors,12/20/2017,2017,3202,1610612744,400975215,4,1,59,1,Running Dunk Shot,2PT Field Goal,0,Memphis Grizzlies,7,4,0,0,,0,0
Shaun Livingston,Golden State Warriors,4/22/2018,2017,2393,1610612744,401029455,3,3,17,1,Running Dunk Shot,2PT Field Goal,2,San Antonio Spurs,0,22,0,0,,0,0
Andre Iguodala,Golden State Warriors,3/2/2018,2017,2386,1610612744,400975674,4,0,6,1,Running Dunk Shot,2PT Field Goal,1,Atlanta Hawks,1,10,0,0,,0,0
Klay Thompson,Golden State Warriors,12/20/2017,2017,6475,1610612744,400975215,1,6,44,1,Running Dunk Shot,2PT Field Goal,1,Memphis Grizzlies,-5,17,0,0,,0,0
Andre Iguodala,Golden State Warriors,4/7/2018,2017,2386,1610612744,400975941,4,1,1,1,Running Dunk Shot,2PT Field Goal,0,New Orleans Pelicans,7,4,0,0,,0,0
Kevin Durant,Golden State Warriors,11/18/2017,2017,3202,1610612744,400974982,1,3,8,1,Running Dunk Shot,2PT Field Goal,0,Philadelphia 76ers,-6,-6,0,0,,0,0
Patrick McCaw,Golden State Warriors,11/8/2017,2017,3137730,1610612744,400974914,4,9,56,1,Running Dunk Shot,2PT Field Goal,0,Minnesota Timberwolves,-5,5,0,0,,0,0
Kevin Durant,Golden State Warriors,4/24/2018,2017,3202,1610612744,401029456,2,1,18,1,Running Dunk Shot,2PT Field Goal,1,San Antonio Spurs,-6,10,0,0,,0,0
Omri Casspi,Golden State Warriors,1/8/2018,2017,3554,1610612744,400975343,4,8,10,1,Running Dunk Shot,2PT Field Goal,0,Denver Nuggets,-3,9,0,0,,0,0
Kevin Durant,Golden State Warriors,12/25/2017,2017,3202,1610612744,400974446,4,6,19,1,Running Dunk Shot,2PT Field Goal,2,Cleveland Cavaliers,-6,21,0,0,,0,0
David West,Golden State Warriors,12/11/2017,2017,2177,1610612744,400975146,2,7,50,1,Running Dunk Shot,2PT Field Goal,1,Portland Trail Blazers,1,15,0,0,,0,0
Patrick McCaw,Golden State Warriors,12/27/2017,2017,3137730,1610612744,400975260,3,0,57,1,Running Dunk Shot,2PT Field Goal,1,Utah Jazz,3,11,0,0,,0,0
Andre Iguodala,Golden State Warriors,11/16/2017,2017,2386,1610612744,400974966,2,7,44,1,Running Dunk Shot,2PT Field Goal,1,Boston Celtics,6,16,0,0,,0,0
Patrick McCaw,Golden State Warriors,11/27/2017,2017,3137730,1610612744,400975047,2,4,36,1,Running Dunk Shot,2PT Field Goal,2,Sacramento Kings,6,29,0,0,,0,0
Draymond Green,Golden State Warriors,2/6/2018,2017,6589,1610612744,400975549,1,0,20,1,Running Dunk Shot,2PT Field Goal,0,Oklahoma City Thunder,3,7,0,0,,0,0
Draymond Green,Golden State Warriors,2/8/2018,2017,6589,1610612744,400975561,2,4,48,1,Running Dunk Shot,2PT Field Goal,1,Dallas Mavericks,-2,18,0,0,,0,0
Kevin Durant,Golden State Warriors,5/1/2018,2017,3202,1610612744,401031645,3,11,1,1,Running Dunk Shot,2PT Field Goal,0,New Orleans Pelicans,2,-1,0,0,,0,0
Andre Iguodala,Golden State Warriors,12/6/2017,2017,2386,1610612744,400975109,2,7,24,1,Running Dunk Shot,2PT Field Goal,0,Charlotte Hornets,2,6,0,0,,0,0
David West,Golden State Warriors,10/25/2017,2017,2177,1610612744,400974814,2,9,38,1,Running Dunk Shot,2PT Field Goal,1,Toronto Raptors,3,13,0,0,,0,0
Shaun Livingston,Golden State Warriors,11/13/2017,2017,2393,1610612744,400974950,2,3,48,1,Running Dunk Shot,2PT Field Goal,1,Orlando Magic,-6,13,0,0,,0,0
Jordan Bell,Golden State Warriors,3/17/2018,2017,,1610612744,400975790,3,2,48,1,Running Dunk Shot,2PT Field Goal,0,Phoenix Suns,4,5,0,0,,0,0
Kevin Durant,Golden State Warriors,2/28/2018,2017,3202,1610612744,400975663,1,11,13,1,Running Dunk Shot,2PT Field Goal,3,Washington Wizards,19,27,0,0,,0,0
Kevin Durant,Golden State Warriors,2/28/2018,2017,3202,1610612744,400975663,1,5,50,1,Running Dunk Shot,2PT Field Goal,2,Washington Wizards,8,21,0,0,,0,0
JaVale McGee,Golden State Warriors,12/4/2017,2017,3452,1610612744,400975097,1,9,15,0,Running Dunk Shot,2PT Field Goal,1,New Orleans Pelicans,0,11,0,0,,0,0
Kevin Durant,Golden State Warriors,3/2/2018,2017,3202,1610612744,400975674,1,5,55,1,Running Dunk Shot,2PT Field Goal,1,Atlanta Hawks,0,13,0,0,,0,0
Andre Iguodala,Golden State Warriors,11/22/2017,2017,2386,1610612744,400975014,1,1,9,1,Running Dunk Shot,2PT Field Goal,0,Oklahoma City Thunder,-1,7,0,0,,0,0
Draymond Green,Golden State Warriors,2/24/2018,2017,6589,1610612744,400975633,4,10,36,1,Running Dunk Shot,2PT Field Goal,2,Oklahoma City Thunder,7,22,0,0,,0,0
JaVale McGee,Golden State Warriors,4/10/2018,2017,3452,1610612744,400975963,3,5,41,1,Running Dunk Shot,2PT Field Goal,2,Utah Jazz,-18,17,0,0,,0,0
Omri Casspi,Golden State Warriors,12/25/2017,2017,3554,1610612744,400974446,2,1,56,1,Running Dunk Shot,2PT Field Goal,1,Cleveland Cavaliers,-2,16,0,0,,0,0
Shaun Livingston,Golden State Warriors,10/17/2017,2017,2393,1610612744,400974438,2,0,37,1,Running Dunk Shot,2PT Field Goal,1,Houston Rockets,0,16,0,0,,0,0
Andre Iguodala,Golden State Warriors,2/22/2018,2017,2386,1610612744,400975618,3,5,14,1,Running Dunk Shot,2PT Field Goal,0,Los Angeles Clippers,0,9,0,0,,0,0
Kevin Durant,Golden State Warriors,1/23/2018,2017,3202,1610612744,400975445,1,7,55,1,Running Dunk Shot,2PT Field Goal,1,New York Knicks,-7,8,0,0,,0,0
Kevin Durant,Golden State Warriors,2/8/2018,2017,3202,1610612744,400975561,2,3,4,1,Running Dunk Shot,2PT Field Goal,2,Dallas Mavericks,2,29,0,0,,0,0
Draymond Green,Golden State Warriors,11/2/2017,2017,6589,1610612744,400974868,3,11,0,1,Running Dunk Shot,2PT Field Goal,1,San Antonio Spurs,3,11,0,0,,0,0
Kevin Durant,Golden State Warriors,2/8/2018,2017,3202,1610612744,400975561,2,3,18,1,Running Dunk Shot,2PT Field Goal,0,Dallas Mavericks,2,-3,0,0,,0,0
Andre Iguodala,Golden State Warriors,3/2/2018,2017,2386,1610612744,400975674,4,6,13,1,Running Dunk Shot,2PT Field Goal,1,Atlanta Hawks,9,15,0,0,,0,0
Andre Iguodala,Golden State Warriors,3/27/2018,2017,2386,1610612744,400975860,3,0,46,1,Running Dunk Shot,2PT Field Goal,0,Indiana Pacers,-2,5,0,0,,0,0
Kevin Durant,Golden State Warriors,11/22/2017,2017,3202,1610612744,400975014,2,0,55,1,Running Dunk Shot,2PT Field Goal,0,Oklahoma City Thunder,-1,8,0,0,,0,0
Jordan Bell,Golden State Warriors,10/23/2017,2017,,1610612744,400974796,4,2,43,1,Running Dunk Shot,2PT Field Goal,2,Dallas Mavericks,8,26,0,0,,0,0
Shaun Livingston,Golden State Warriors,10/23/2017,2017,2393,1610612744,400974796,2,10,27,1,Running Dunk Shot,2PT Field Goal,0,Dallas Mavericks,8,-1,0,0,,0,0
JaVale McGee,Golden State Warriors,10/30/2017,2017,3452,1610612744,400974851,1,5,20,1,Running Dunk Shot,2PT Field Goal,0,Los Angeles Clippers,-7,0,0,0,,0,0
Andre Iguodala,Golden State Warriors,10/23/2017,2017,2386,1610612744,400974796,2,3,37,1,Running Dunk Shot,2PT Field Goal,1,Dallas Mavericks,11,-1,0,0,,0,0
Kevin Durant,Golden State Warriors,10/21/2017,2017,3202,1610612744,400974784,4,2,46,1,Running Finger Roll Layup Shot,2PT Field Goal,0,Memphis Grizzlies,-5,3,0,0,,0,0
Kevin Durant,Golden State Warriors,10/21/2017,2017,3202,1610612744,400974784,2,9,27,1,Running Finger Roll Layup Shot,2PT Field Goal,0,Memphis Grizzlies,0,0,0,0,,0,0
Andre Iguodala,Golden State Warriors,12/23/2017,2017,2386,1610612744,400975240,3,0,50,1,Running Finger Roll Layup Shot,2PT Field Goal,1,Denver Nuggets,0,11,0,0,,0,0
Andre Iguodala,Golden State Warriors,1/10/2018,2017,2386,1610612744,400975359,1,1,31,1,Running Finger Roll Layup Shot,2PT Field Goal,2,Los Angeles Clippers,9,22,0,0,,0,0
Kevin Durant,Golden State Warriors,12/30/2017,2017,3202,1610612744,400975281,1,0,2,0,Running Finger Roll Layup Shot,2PT Field Goal,4,Memphis Grizzlies,-2,43,0,0,,0,0
Stephen Curry,Golden State Warriors,5/6/2018,2017,3975,1610612744,401031647,4,8,1,1,Running Finger Roll Layup Shot,2PT Field Goal,1,New Orleans Pelicans,-16,2,0,0,,0,0
Draymond Green,Golden State Warriors,4/22/2018,2017,6589,1610612744,401029455,3,6,38,1,Running Finger Roll Layup Shot,2PT Field Goal,2,San Antonio Spurs,-2,27,0,0,,0,0
Klay Thompson,Golden State Warriors,4/19/2018,2017,6475,1610612744,,4,9,17,1,Running Finger Roll Layup Shot,2PT Field Goal,1,San Antonio Spurs,-3,11,0,0,,0,0
Stephen Curry,Golden State Warriors,11/19/2017,2017,3975,1610612744,400974987,1,5,49,1,Running Finger Roll Layup Shot,2PT Field Goal,2,Brooklyn Nets,5,21,0,0,,0,0
JaVale McGee,Golden State Warriors,4/24/2018,2017,3452,1610612744,401029456,1,8,52,1,Running Finger Roll Layup Shot,2PT Field Goal,1,San Antonio Spurs,13,11,0,0,,0,0
Jordan Bell,Golden State Warriors,12/29/2017,2017,,1610612744,400975274,2,5,30,0,Running Finger Roll Layup Shot,2PT Field Goal,2,Charlotte Hornets,-5,25,0,0,,0,0
JaVale McGee,Golden State Warriors,4/14/2018,2017,3452,1610612744,401029441,1,5,44,0,Running Finger Roll Layup Shot,2PT Field Goal,5,San Antonio Spurs,11,55,0,0,,0,0
Draymond Green,Golden State Warriors,11/16/2017,2017,6589,1610612744,400974966,2,8,7,1,Running Finger Roll Layup Shot,2PT Field Goal,1,Boston Celtics,11,10,0,0,,0,0
Andre Iguodala,Golden State Warriors,12/25/2017,2017,2386,1610612744,400974446,3,0,46,1,Running Finger Roll Layup Shot,2PT Field Goal,3,Cleveland Cavaliers,3,31,0,0,,0,0
Quinn Cook,Golden State Warriors,3/19/2018,2017,,1610612744,400975802,4,0,28,0,Running Finger Roll Layup Shot,2PT Field Goal,1,San Antonio Spurs,3,15,0,0,,0,0
Kevin Durant,Golden State Warriors,4/5/2018,2017,3202,1610612744,400975921,1,9,42,1,Running Finger Roll Layup Shot,2PT Field Goal,1,Indiana Pacers,-3,13,0,0,,0,0
Kevin Durant,Golden State Warriors,12/29/2017,2017,3202,1610612744,400975274,1,2,22,0,Running Finger Roll Layup Shot,2PT Field Goal,1,Charlotte Hornets,2,19,0,0,,0,0
Stephen Curry,Golden State Warriors,11/2/2017,2017,3975,1610612744,400974868,3,2,54,1,Running Finger Roll Layup Shot,2PT Field Goal,1,San Antonio Spurs,-3,13,0,0,,0,0
Draymond Green,Golden State Warriors,3/19/2018,2017,6589,1610612744,400975802,2,7,29,0,Running Finger Roll Layup Shot,2PT Field Goal,0,San Antonio Spurs,5,3,0,0,,0,0
Stephen Curry,Golden State Warriors,1/27/2018,2017,3975,1610612744,400975474,4,1,45,1,Running Jump Shot,3PT Field Goal,27,Boston Celtics,-38,273,0,0,,0,0
Stephen Curry,Golden State Warriors,10/21/2017,2017,3975,1610612744,400974784,4,1,9,1,Running Jump Shot,3PT Field Goal,25,Memphis Grizzlies,60,246,0,0,,0,0
Andre Iguodala,Golden State Warriors,10/21/2017,2017,2386,1610612744,400974784,3,0,0,0,Running Jump Shot,3PT Field Goal,44,Memphis Grizzlies,-165,416,0,0,,0,0
Stephen Curry,Golden State Warriors,10/21/2017,2017,3975,1610612744,400974784,1,5,2,0,Running Jump Shot,3PT Field Goal,26,Memphis Grizzlies,-143,221,0,0,,0,0
Kevin Durant,Golden State Warriors,10/21/2017,2017,3202,1610612744,400974784,4,9,17,0,Running Jump Shot,3PT Field Goal,26,Memphis Grizzlies,98,248,0,0,,0,0
Stephen Curry,Golden State Warriors,10/21/2017,2017,3975,1610612744,400974784,4,3,15,0,Running Jump Shot,3PT Field Goal,28,Memphis Grizzlies,90,273,0,0,,0,0
Klay Thompson,Golden State Warriors,10/21/2017,2017,6475,1610612744,400974784,4,8,31,0,Running Jump Shot,3PT Field Goal,27,Memphis Grizzlies,-114,246,0,0,,0,0
Andre Iguodala,Golden State Warriors,1/25/2018,2017,2386,1610612744,400975459,1,0,33,1,Running Jump Shot,3PT Field Goal,26,Minnesota Timberwolves,140,221,0,0,,0,0
Stephen Curry,Golden State Warriors,10/21/2017,2017,3975,1610612744,400974784,3,2,38,0,Running Jump Shot,3PT Field Goal,22,Memphis Grizzlies,-227,10,0,0,,0,0
Klay Thompson,Golden State Warriors,10/21/2017,2017,6475,1610612744,400974784,2,1,20,1,Running Jump Shot,3PT Field Goal,25,Memphis Grizzlies,166,193,0,0,,0,0
Stephen Curry,Golden State Warriors,10/21/2017,2017,3975,1610612744,400974784,2,4,26,1,Running Jump Shot,3PT Field Goal,25,Memphis Grizzlies,-100,232,0,0,,0,0
Klay Thompson,Golden State Warriors,2/26/2018,2017,6475,1610612744,400975646,2,6,43,0,Running Jump Shot,2PT Field Goal,18,New York Knicks,-78,168,0,0,,0,0
Kevin Durant,Golden State Warriors,10/21/2017,2017,3202,1610612744,400974784,1,10,12,0,Running Jump Shot,2PT Field Goal,20,Memphis Grizzlies,-127,155,0,0,,0,0
Klay Thompson,Golden State Warriors,10/21/2017,2017,6475,1610612744,400974784,3,11,1,0,Running Jump Shot,3PT Field Goal,25,Memphis Grizzlies,217,125,0,0,,0,0
Kevin Durant,Golden State Warriors,4/16/2018,2017,3202,1610612744,401029446,3,10,40,1,Running Jump Shot,3PT Field Goal,25,San Antonio Spurs,141,214,0,0,,0,0
Stephen Curry,Golden State Warriors,1/25/2018,2017,3975,1610612744,400975459,1,1,4,1,Running Jump Shot,3PT Field Goal,27,Minnesota Timberwolves,131,238,0,0,,0,0
Klay Thompson,Golden State Warriors,11/24/2017,2017,6475,1610612744,400975027,2,0,2,0,Running Jump Shot,3PT Field Goal,30,Chicago Bulls,173,253,0,0,,0,0
Andre Iguodala,Golden State Warriors,11/8/2017,2017,2386,1610612744,400974914,3,8,23,1,Running Jump Shot,2PT Field Goal,5,Minnesota Timberwolves,40,37,0,0,,0,0
Nick Young,Golden State Warriors,3/17/2018,2017,3243,1610612744,400975790,4,9,4,1,Running Jump Shot,2PT Field Goal,14,Phoenix Suns,-104,98,0,0,,0,0
Stephen Curry,Golden State Warriors,10/27/2017,2017,3975,1610612744,400974826,3,0,29,1,Running Jump Shot,3PT Field Goal,25,Washington Wizards,-130,219,0,0,,0,0
Klay Thompson,Golden State Warriors,3/2/2018,2017,6475,1610612744,400975674,1,3,37,0,Running Jump Shot,3PT Field Goal,25,Atlanta Hawks,-133,223,0,0,,0,0
Kevin Durant,Golden State Warriors,11/18/2017,2017,3202,1610612744,400974982,4,2,15,0,Running Jump Shot,2PT Field Goal,15,Philadelphia 76ers,63,146,0,0,,0,0
Draymond Green,Golden State Warriors,11/6/2017,2017,6589,1610612744,400974899,4,10,30,1,Running Jump Shot,3PT Field Goal,24,Miami Heat,-19,243,0,0,,0,0
Nick Young,Golden State Warriors,4/1/2018,2017,3243,1610612744,400975899,1,0,0,0,Running Jump Shot,3PT Field Goal,36,Phoenix Suns,119,344,0,0,,0,0
Nick Young,Golden State Warriors,3/17/2018,2017,3243,1610612744,400975790,2,3,24,1,Running Jump Shot,3PT Field Goal,24,Phoenix Suns,190,158,0,0,,0,0
Quinn Cook,Golden State Warriors,3/17/2018,2017,,1610612744,400975790,3,4,4,1,Running Jump Shot,3PT Field Goal,24,Phoenix Suns,218,112,0,0,,0,0
Nick Young,Golden State Warriors,11/8/2017,2017,3243,1610612744,400974914,4,0,55,1,Running Jump Shot,2PT Field Goal,12,Minnesota Timberwolves,13,120,0,0,,0,0
Jordan Bell,Golden State Warriors,12/22/2017,2017,,1610612744,400975230,3,9,25,1,Running Jump Shot,2PT Field Goal,4,Los Angeles Lakers,9,46,0,0,,0,0
Omri Casspi,Golden State Warriors,12/20/2017,2017,3554,1610612744,400975215,2,8,35,1,Running Jump Shot,2PT Field Goal,6,Memphis Grizzlies,0,65,0,0,,0,0
Stephen Curry,Golden State Warriors,5/1/2018,2017,3975,1610612744,401031645,3,0,50,1,Running Jump Shot,3PT Field Goal,29,New Orleans Pelicans,130,263,0,0,,0,0
Draymond Green,Golden State Warriors,4/1/2018,2017,6589,1610612744,400975899,3,2,49,1,Running Jump Shot,3PT Field Goal,29,Phoenix Suns,-12,296,0,0,,0,0
Draymond Green,Golden State Warriors,3/16/2018,2017,6589,1610612744,400975779,1,0,5,1,Running Jump Shot,3PT Field Goal,26,Sacramento Kings,134,232,0,0,,0,0
Draymond Green,Golden State Warriors,3/16/2018,2017,6589,1610612744,400975779,2,3,4,0,Running Jump Shot,3PT Field Goal,28,Sacramento Kings,-11,286,0,0,,0,0
Kevin Durant,Golden State Warriors,1/27/2018,2017,3202,1610612744,400975474,2,3,4,1,Running Jump Shot,2PT Field Goal,18,Boston Celtics,-107,145,0,0,,0,0
Nick Young,Golden State Warriors,5/1/2018,2017,3243,1610612744,401031645,3,10,36,1,Running Jump Shot,3PT Field Goal,26,New Orleans Pelicans,-194,176,0,0,,0,0
Klay Thompson,Golden State Warriors,10/29/2017,2017,6475,1610612744,400974842,1,6,29,1,Running Jump Shot,3PT Field Goal,25,Detroit Pistons,171,188,0,0,,0,0
Klay Thompson,Golden State Warriors,4/8/2018,2017,6475,1610612744,400975949,1,5,12,0,Running Jump Shot,3PT Field Goal,29,Phoenix Suns,224,189,0,0,,0,0
Kevin Durant,Golden State Warriors,10/21/2017,2017,3202,1610612744,400974784,3,1,29,0,Running Jump Shot,3PT Field Goal,25,Memphis Grizzlies,1,255,0,0,,0,0
Stephen Curry,Golden State Warriors,2/22/2018,2017,3975,1610612744,400975618,1,0,45,0,Running Jump Shot,3PT Field Goal,29,Los Angeles Clippers,-134,262,0,0,,0,0
Stephen Curry,Golden State Warriors,1/8/2018,2017,3975,1610612744,400975343,3,0,56,1,Running Jump Shot,3PT Field Goal,26,Denver Nuggets,-144,221,0,0,,0,0
Andre Iguodala,Golden State Warriors,12/29/2017,2017,2386,1610612744,400975274,2,2,46,0,Running Jump Shot,2PT Field Goal,8,Charlotte Hornets,40,71,0,0,,0,0
Klay Thompson,Golden State Warriors,12/27/2017,2017,6475,1610612744,400975260,4,6,4,1,Running Jump Shot,3PT Field Goal,25,Utah Jazz,209,147,0,0,,0,0
Kevin Durant,Golden State Warriors,2/14/2018,2017,3202,1610612744,400975610,1,10,34,1,Running Jump Shot,2PT Field Goal,4,Portland Trail Blazers,-46,0,0,0,,0,0
Stephen Curry,Golden State Warriors,2/6/2018,2017,3975,1610612744,400975549,1,10,15,1,Running Jump Shot,2PT Field Goal,19,Oklahoma City Thunder,-117,155,0,0,,0,0
Kevin Durant,Golden State Warriors,3/29/2018,2017,3202,1610612744,400975874,1,6,54,0,Running Jump Shot,2PT Field Goal,14,Milwaukee Bucks,-49,138,0,0,,0,0
